,ID,나이,성별,유입경로,유입기기,회원구분,구매여부,주소(동/읍/면),AgeGroup
1203,1963889973925686@f,47,남자,SNS광고,모바일,일반,1,서울특별시,45-50
1204,22274940@n,48,남자,블로그광고,PC,일반,1,경기도,45-50
1205,23101990@n,32,남자,이메일광고,PC,일반,1,경상남도,30-35
1206,9518914@n,23,남자,카카오톡광고,모바일,사업자,1,경기도,20-25
1207,bukk2,28,여자,잡지광고,모바일,사업자,1,경상북도,25-30
1208,dfac0982,27,남자,기타,PC,사업자,1,부산광역시,25-30
1209,dkclagkvna,40,남자,잡지광고,모바일,사업자,1,경기도,40-45
1210,doniya,45,남자,잡지광고,PC,사업자,1,인천광역시,45-50
1211,freeze199912,40,남자,인터넷기사광고,PC,일반,1,대구광역시,40-45
1212,godlsch,44,남자,잡지광고,PC,사업자,1,경상남도,40-45
1213,ostent,42,남자,잡지광고,PC,사업자,1,인천광역시,40-45
1214,pp304,33,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
1215,pp305,32,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
1216,pp306,32,남자,이메일광고,PC,전화주문 고객,1,충청북도,30-35
1217,pp307,33,남자,이메일광고,PC,전화주문 고객,1,경상북도,30-35
1218,pp308,29,남자,이메일광고,PC,전화주문 고객,1,대전광역시,25-30
1219,pp309,40,남자,인터넷기사광고,PC,전화주문 고객,1,대구광역시,40-45
1220,pp310,26,남자,이메일광고,PC,전화주문 고객,1,강원도,25-30
1221,pp311,32,남자,이메일광고,PC,전화주문 고객,1,전라남도,30-35
1222,pp312,48,남자,블로그광고,PC,전화주문 고객,1,울산광역시,45-50
1223,pp313,40,남자,인터넷기사광고,PC,전화주문 고객,1,서울특별시,40-45
1224,pp314,34,남자,이메일광고,PC,전화주문 고객,1,부산광역시,30-35
1225,pp315,33,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
1226,pp316,31,남자,이메일광고,PC,전화주문 고객,1,광주광역시,30-35
1227,pp318,32,남자,이메일광고,PC,전화주문 고객,1,대전광역시,30-35
1228,pp319,32,남자,이메일광고,PC,전화주문 고객,1,강원도,30-35
1229,pp320,32,남자,이메일광고,PC,전화주문 고객,1,인천광역시,30-35
1230,pp321,40,남자,인터넷기사광고,PC,전화주문 고객,1,경기도,40-45
1231,pp322,24,남자,이메일광고,PC,전화주문 고객,1,충청남도,20-25
1232,pp323,32,남자,이메일광고,PC,전화주문 고객,1,서울특별시,30-35
1233,pyeongchan9,22,남자,잡지광고,모바일,사업자,1,강원도,20-25
1234,redgift83,45,남자,잡지광고,모바일,사업자,1,경기도,45-50
1235,senior9901,46,남자,블로그광고,PC,사업자,1,울산광역시,45-50
1236,125650836@n,47,남자,SNS광고,모바일,일반,1,경기도,45-50
1237,14256488@n,40,남자,SNS광고,모바일,일반,1,부산광역시,40-45
1238,33918386@n,48,남자,블로그광고,모바일,일반,1,경기도,45-50
1239,778055774@k,40,남자,SNS광고,모바일,일반,1,광주광역시,40-45
1240,day13579,48,남자,블로그광고,모바일,사업자,1,부산광역시,45-50
1241,ksct111,30,남자,기타,모바일,사업자,1,서울특별시,30-35
1242,microadsl,49,남자,블로그광고,PC,일반,1,경기도,45-50
1243,min640825,44,남자,잡지광고,모바일,사업자,1,경상남도,40-45
1244,pkm2900,44,남자,기타,모바일,사업자,1,제주특별자치도,40-45
1245,pp324,32,남자,이메일광고,PC,전화주문 고객,1,경상남도,30-35
1246,pp325,33,남자,이메일광고,PC,전화주문 고객,1,충청남도,30-35
1247,pp326,29,남자,이메일광고,PC,전화주문 고객,1,부산광역시,25-30
1248,pp327,32,남자,이메일광고,PC,전화주문 고객,1,광주광역시,30-35
1249,pp328,33,남자,이메일광고,PC,전화주문 고객,1,강원도,30-35
1250,pp329,40,남자,인터넷기사광고,PC,전화주문 고객,1,세종특별자치시,40-45
1251,pp330,32,남자,이메일광고,PC,전화주문 고객,1,경상북도,30-35
1252,pp331,24,남자,이메일광고,PC,전화주문 고객,1,경기도,20-25
1253,pp332,34,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
1254,pp333,31,남자,이메일광고,PC,전화주문 고객,1,대구광역시,30-35
1255,rudal9767,48,남자,잡지광고,모바일,일반,1,강원도,45-50
1256,terren26,40,남자,기타,PC,사업자,1,부산광역시,40-45
1257,50910584@n,47,남자,블로그광고,PC,일반,1,경기도,45-50
1258,fk1690,34,여자,잡지광고,PC,사업자,1,경기도,30-35
1259,house3809,40,여자,인터넷기사광고,PC,사업자,1,충청남도,40-45
1260,hy9354,55,남자,블로그광고,모바일,사업자,1,서울특별시,55-60
1261,kth4466,45,남자,기타,모바일,사업자,1,경기도,45-50
1262,leesangmin,48,남자,기타,모바일,일반,1,전라남도,45-50
1263,pp334,38,남자,신문광고,PC,전화주문 고객,1,경기도,35-40
1264,pp335,32,남자,이메일광고,PC,전화주문 고객,1,대전광역시,30-35
1265,pp336,67,남자,잡지광고,PC,전화주문 고객,1,울산광역시,65-70
1266,pp337,27,남자,잡지광고,PC,전화주문 고객,1,경기도,25-30
1267,pp338,29,남자,이메일광고,PC,전화주문 고객,1,서울특별시,25-30
1268,pp339,26,남자,이메일광고,PC,전화주문 고객,1,강원도,25-30
1269,pp340,32,남자,이메일광고,PC,전화주문 고객,1,충청남도,30-35
1270,pp341,40,남자,인터넷기사광고,PC,전화주문 고객,1,강원도,40-45
1271,pp342,32,남자,이메일광고,PC,전화주문 고객,1,서울특별시,30-35
1272,pp343,33,남자,이메일광고,PC,전화주문 고객,1,서울특별시,30-35
1273,qw53888340,55,남자,잡지광고,모바일,일반,1,인천광역시,55-60
1274,sound9298,23,여자,이메일광고,PC,사업자,1,제주특별자치도,20-25
1275,sunsun0507,46,남자,잡지광고,모바일,사업자,1,제주특별자치도,45-50
1276,swk2041,22,남자,잡지광고,PC,사업자,1,경기도,20-25
1277,tacks1389,40,남자,기타,PC,사업자,1,경기도,40-45
1278,umi6262,42,남자,잡지광고,PC,사업자,1,전라북도,40-45
1279,yeullia,27,남자,잡지광고,모바일,일반,1,부산광역시,25-30
1280,yeullia7,40,여자,지인추천,모바일,일반,1,부산광역시,40-45
1281,39397803@n,36,남자,카카오톡광고,모바일,일반,1,서울특별시,35-40
1282,779262963@k,48,남자,블로그광고,모바일,일반,1,전라북도,45-50
1283,arinask11,48,남자,잡지광고,모바일,일반,1,광주광역시,45-50
1284,hans1778,43,남자,블로그광고,PC,사업자,1,울산광역시,40-45
1285,lantar,38,남자,잡지광고,모바일,사업자,1,부산광역시,35-40
1286,lee081107,33,남자,기타,모바일,일반,1,서울특별시,30-35
1287,59546668@n,50,남자,블로그광고,모바일,일반,1,경기도,50-55
1288,alswl680,37,남자,신문광고,PC,사업자,1,경상남도,35-40
1289,wjddns77,40,여자,SNS광고,모바일,특별회원,1,경기도,40-45
1290,yesbyun,40,남자,인터넷기사광고,PC,일반,1,부산광역시,40-45
1291,47722487@n,40,남자,SNS광고,모바일,일반,1,충청남도,40-45
1292,51554848@n,48,남자,블로그광고,모바일,일반,1,서울특별시,45-50
1293,9634207@n,48,남자,블로그광고,모바일,일반,1,경기도,45-50
1294,pp344,32,남자,이메일광고,PC,전화주문 고객,1,전라남도,30-35
1295,pp345,27,남자,이메일광고,PC,전화주문 고객,1,경상남도,25-30
1296,pp346,40,남자,인터넷기사광고,PC,전화주문 고객,1,경상남도,40-45
1297,pp347,32,남자,이메일광고,PC,전화주문 고객,1,경상남도,30-35
1298,pp348,30,남자,이메일광고,PC,전화주문 고객,1,전라남도,30-35
1299,pp349,32,남자,이메일광고,PC,전화주문 고객,1,부산광역시,30-35
1300,pp350,32,남자,이메일광고,PC,전화주문 고객,1,경상남도,30-35
1301,pp351,48,남자,블로그광고,PC,전화주문 고객,1,인천광역시,45-50
1302,pp352,32,남자,이메일광고,PC,전화주문 고객,1,강원도,30-35
1303,pp353,33,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
1304,sun730805,43,남자,잡지광고,PC,사업자,1,강원도,40-45
1305,tasha19,44,남자,지인추천,모바일,사업자,1,대구광역시,40-45
1306,108612859@n,48,남자,블로그광고,모바일,일반,1,충청남도,45-50
1307,10935096@n,40,남자,SNS광고,모바일,일반,1,전라북도,40-45
1308,14671857@n,39,여자,SNS광고,모바일,일반,1,경상북도,35-40
1309,31446963@n,43,남자,블로그광고,PC,일반,1,경상북도,40-45
1310,ayhko728,45,남자,잡지광고,PC,사업자,1,경기도,45-50
1311,miya1581,36,남자,카카오톡광고,모바일,사업자,1,경상남도,35-40
1312,14694906@n,24,여자,카카오톡광고,모바일,일반,1,대전광역시,20-25
1313,2699217771@g,55,남자,블로그광고,PC,일반,1,제주특별자치도,55-60
1314,31573460@n,45,남자,블로그광고,PC,사업자,1,경기도,45-50
1315,46054957@n,40,여자,인터넷기사광고,PC,일반,1,광주광역시,40-45
1316,61428191@n,47,남자,블로그광고,PC,일반,1,경기도,45-50
1317,776646558@k,40,여자,SNS광고,모바일,일반,1,경상남도,40-45
1318,781629318@k,45,남자,SNS광고,모바일,사업자,1,경기도,45-50
1319,781996112@k,40,남자,SNS광고,모바일,일반,1,경상남도,40-45
1320,bokrn69,45,남자,잡지광고,PC,사업자,1,경상북도,45-50
1321,gjlee5602,47,남자,기타,PC,사업자,1,광주광역시,45-50
1322,hwajeong,25,남자,잡지광고,PC,사업자,1,울산광역시,25-30
1323,mugurikong,44,남자,잡지광고,모바일,사업자,1,대구광역시,40-45
1324,pp354,34,남자,이메일광고,PC,전화주문 고객,1,부산광역시,30-35
1325,pp355,25,남자,이메일광고,PC,전화주문 고객,1,경상남도,25-30
1326,pp356,24,남자,이메일광고,PC,전화주문 고객,1,전라북도,20-25
1327,pp357,35,남자,이메일광고,PC,전화주문 고객,1,울산광역시,35-40
1328,pp358,25,남자,이메일광고,PC,전화주문 고객,1,대전광역시,25-30
1329,pp359,32,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
1330,pp360,29,남자,이메일광고,PC,전화주문 고객,1,강원도,25-30
1331,pp361,32,남자,기타,PC,전화주문 고객,1,서울특별시,30-35
1332,pp362,30,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
1333,pp363,28,남자,이메일광고,PC,전화주문 고객,1,대구광역시,25-30
1334,pp364,33,남자,이메일광고,PC,전화주문 고객,1,경상북도,30-35
1335,pp365,31,남자,이메일광고,PC,전화주문 고객,1,전라북도,30-35
1336,pp366,35,남자,잡지광고,PC,전화주문 고객,1,충청남도,35-40
1337,pp367,30,남자,이메일광고,PC,전화주문 고객,1,서울특별시,30-35
1338,pp368,42,남자,블로그광고,PC,전화주문 고객,1,울산광역시,40-45
1339,pp369,32,남자,잡지광고,PC,전화주문 고객,1,경상북도,30-35
1340,pp370,40,남자,인터넷기사광고,PC,전화주문 고객,1,경기도,40-45
1341,son826,48,여자,블로그광고,모바일,일반,1,충청북도,45-50
1342,ssamg,45,남자,잡지광고,PC,사업자,1,경상남도,45-50
1343,ssh9278,42,남자,블로그광고,PC,사업자,1,서울특별시,40-45
1344,tommyms,42,남자,잡지광고,PC,사업자,1,서울특별시,40-45
1345,4193960@n,49,남자,블로그광고,모바일,일반,1,제주특별자치도,45-50
1346,88341326@n,48,남자,블로그광고,모바일,일반,1,부산광역시,45-50
1347,hj85104,42,남자,SNS광고,모바일,사업자,1,부산광역시,40-45
1348,hojo1006,53,남자,지인추천,모바일,사업자,1,부산광역시,50-55
1349,kaldi9418,48,남자,블로그광고,PC,일반,1,서울특별시,45-50
1350,pp371,33,남자,이메일광고,PC,전화주문 고객,1,경상남도,30-35
1351,pp372,40,남자,인터넷기사광고,PC,전화주문 고객,1,경기도,40-45
1352,pp373,32,남자,이메일광고,PC,전화주문 고객,1,경상북도,30-35
1353,pp374,36,남자,이메일광고,PC,전화주문 고객,1,충청남도,35-40
1354,pp375,32,남자,이메일광고,PC,전화주문 고객,1,부산광역시,30-35
1355,pp376,32,남자,이메일광고,PC,전화주문 고객,1,부산광역시,30-35
1356,pp377,32,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
1357,pp379,32,남자,이메일광고,PC,전화주문 고객,1,경상남도,30-35
1358,pp380,36,남자,이메일광고,PC,전화주문 고객,1,경기도,35-40
1359,pp381,34,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
1360,tomihira,44,남자,블로그광고,PC,사업자,1,경기도,40-45
1361,16642165@n,49,남자,블로그광고,모바일,일반,1,서울특별시,45-50
1362,35269904@n,48,남자,블로그광고,PC,일반,1,경상북도,45-50
1363,782842728@k,48,남자,블로그광고,PC,일반,1,서울특별시,45-50
1364,8545991@n,47,남자,SNS광고,모바일,일반,1,부산광역시,45-50
1365,86250212@n,47,남자,SNS광고,모바일,일반,1,서울특별시,45-50
1366,icelu,40,남자,잡지광고,모바일,일반,1,경상남도,40-45
1367,jsckorea12,38,여자,잡지광고,PC,사업자,1,경기도,35-40
1368,pp382,36,남자,이메일광고,PC,전화주문 고객,1,제주특별자치도,35-40
1369,pp383,26,남자,이메일광고,PC,전화주문 고객,1,광주광역시,25-30
1370,pp385,33,남자,이메일광고,PC,전화주문 고객,1,경상북도,30-35
1371,qmsdl4857,71,남자,신문광고,모바일,사업자,1,경기도,70-75
1372,rkdtjr97,42,남자,잡지광고,모바일,사업자,1,경기도,40-45
1373,yws7497,48,남자,잡지광고,모바일,일반,1,인천광역시,45-50
1374,138741549@n,51,남자,블로그광고,PC,일반,1,경상북도,50-55
1375,hjsryjsr,40,남자,잡지광고,모바일,사업자,1,강원도,40-45
1376,lovegunjun,51,남자,잡지광고,모바일,사업자,1,충청남도,50-55
1377,papas1020,42,남자,SNS광고,모바일,사업자,1,경기도,40-45
1378,784075601@k,48,남자,블로그광고,모바일,일반,1,울산광역시,45-50
1379,hyukjjin,47,남자,SNS광고,모바일,일반,1,경상북도,45-50
1380,thebanchan,29,남자,기타,모바일,사업자,1,대구광역시,25-30
1381,jokbalis,30,여자,카카오톡광고,모바일,사업자,1,경기도,30-35
1382,kimbabnala,36,남자,기타,모바일,사업자,1,충청남도,35-40
1383,pp386,32,남자,이메일광고,PC,전화주문 고객,1,경상북도,30-35
1384,pp387,33,남자,이메일광고,PC,전화주문 고객,1,충청남도,30-35
1385,pp388,29,남자,이메일광고,PC,전화주문 고객,1,경상남도,25-30
1386,pp389,27,남자,이메일광고,PC,전화주문 고객,1,경상북도,25-30
1387,pp390,31,남자,이메일광고,PC,전화주문 고객,1,세종특별자치시,30-35
1388,pp391,32,남자,이메일광고,PC,전화주문 고객,1,대전광역시,30-35
1389,pp392,33,남자,이메일광고,PC,전화주문 고객,1,세종특별자치시,30-35
1390,pp393,30,남자,이메일광고,PC,전화주문 고객,1,충청남도,30-35
1391,pp394,27,남자,이메일광고,PC,전화주문 고객,1,경상북도,25-30
1392,pp395,32,남자,이메일광고,PC,전화주문 고객,1,강원도,30-35
1393,pp396,32,남자,이메일광고,PC,전화주문 고객,1,대구광역시,30-35
1394,smilefood,47,남자,블로그광고,PC,일반,1,서울특별시,45-50
1395,styshjyj,47,남자,블로그광고,PC,일반,1,서울특별시,45-50
1396,thug69,38,남자,잡지광고,모바일,사업자,1,충청북도,35-40
1397,uhapark,42,남자,블로그광고,PC,사업자,1,경기도,40-45
1398,vjvj4644,49,남자,블로그광고,모바일,일반,1,대구광역시,45-50
1399,14240808@n,47,남자,SNS광고,모바일,일반,1,울산광역시,45-50
1400,41201175@n,48,남자,블로그광고,모바일,일반,1,세종특별자치시,45-50
1401,aldydgkwk,45,남자,SNS광고,모바일,사업자,1,경상남도,45-50
1402,aura,44,남자,기타,모바일,사업자,1,경상북도,40-45
1403,kimbab8741,47,남자,잡지광고,모바일,일반,1,충청남도,45-50
1404,mbeads,43,남자,잡지광고,모바일,사업자,1,강원도,40-45
1405,motorjog,91,남자,잡지광고,PC,사업자,1,전라북도,90-95
1406,pp398,40,남자,인터넷기사광고,PC,전화주문 고객,1,인천광역시,40-45
1407,pp399,24,남자,이메일광고,PC,전화주문 고객,1,부산광역시,20-25
1408,pp400,40,남자,인터넷기사광고,PC,전화주문 고객,1,경상남도,40-45
1409,pp401,32,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
1410,pp402,31,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
1411,pp403,30,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
1412,pp404,32,남자,이메일광고,PC,전화주문 고객,1,경기도,30-35
